power_roi,power_x,power_y,power_z,matched_region_value,matched_region_name,matched_region_x,matched_region_y,matched_region_z,distance_mm
243,-16,-65,-20,9041.0,Region_9041.0,-22.525383707201883,-60.25855962219599,-23.480519480519483,8.784981800593648
244,-32,-55,-25,9041.0,Region_9041.0,-22.525383707201883,-60.25855962219599,-23.480519480519483,10.942103282505897
245,22,-58,-23,9042.0,Region_9042.0,25.429526462395543,-59.53760445682451,-24.94038997214485,4.229774517148424
246,1,-62,-18,9130.0,Region_9130.0,1.7681940700808667,-68.35040431266847,-16.39353099730458,6.595339242244251
247,33,-12,-34,4112.0,Region_4112.0,25.148409893992934,-16.300353356890454,-21.743816254416963,15.177435428700097
248,-31,-10,-36,4111.0,Region_4111.0,-21.492842535787318,-17.29243353783231,-21.918200408997954,18.489529731017544
249,49,-3,-38,8212.0,Region_8212.0,44.04043807919124,13.246840775063191,-33.51811288963774,17.56827827894992
250,-50,-7,-39,8211.0,Region_8211.0,-36.74437086092715,13.300662251655638,-35.36688741721854,24.515874423882956
251,10,-62,61,6102.0,Region_6102.0,25.84248424842484,-60.42844284428443,60.713771377137704,15.922814634348274
252,-52,-63,5,5301.0,Region_5301.0,-36.48246546227418,-79.56854410201913,-9.164718384697132,26.757237875159007
253,-47,-51,-21,5401.0,Region_5401.0,-31.389610389610397,-41.40519480519481,-21.60606060606061,18.33335375681817
254,46,-47,-17,5402.0,Region_5402.0,33.659253375694995,-40.19857029388403,-21.533756949960285,14.802311487529416
255,47,-30,49,6002.0,Region_6002.0,41.15825268114047,-26.772691603452785,51.25398901386346,7.044288303188894
256,22,-65,48,6102.0,Region_6102.0,25.84248424842484,-60.42844284428443,60.713771377137704,14.046487199919172
257,46,-59,4,8202.0,Region_8202.0,57.15990020412792,-38.565661147652534,-2.7752324790201897,24.248904141082782
258,25,-58,60,6102.0,Region_6102.0,25.84248424842484,-60.42844284428443,60.713771377137704,2.667692623902028
259,-33,-46,47,6201.0,Region_6201.0,-43.10666121781773,-47.01920719248059,45.42296689824275,10.279611747385369
260,-27,-71,37,6221.0,Region_6221.0,-44.434782608695656,-62.08184143222506,34.28303495311168,19.77086482474823
261,-32,-1,54,2001.0,Region_2001.0,-38.93023255813952,-6.961429381735684,49.64038570618264,10.12783295548338
262,-42,-60,-9,5301.0,Region_5301.0,-36.48246546227418,-79.56854410201913,-9.164718384697132,20.33219707247405
263,-17,-59,64,6101.0,Region_6101.0,-23.713317191283295,-60.807748184019374,57.657142857142844,9.411079531185528
264,29,-5,54,2002.0,Region_2002.0,41.100857734398105,-9.549837326234837,50.80981958000592,13.315743641098525
